list-l-m,4,32,1,384,12916283,33636
list-il-s,4,32,1,384,25886485,67412
list-il-m,4,32,1,384,16394746,42694
list-dl-s,4,32,1,384,25706731,66944
list-dl-m,4,32,1,384,14923713,38863
list-id-s,4,32,1,384,2465713,6421
list-id-m,4,32,1,384,6350176,16536
list-idl-s,4,32,1,384,26774427,69725
list-idl-m,4,32,1,384,20465472,53295
list-i-s,8,1,1,24,1734997,72291
list-i-m,8,1,1,24,1596701,66529
list-d-s,8,1,1,24,1187580,49482
list-d-m,8,1,1,24,1143392,47641
list-l-s,8,1,1,24,1608404,67016
list-l-m,8,1,1,24,1675033,69793
list-il-s,8,1,1,24,539482,22478
list-il-m,8,1,1,24,1049731,43738
list-dl-s,8,1,1,24,1012611,42192
list-dl-m,8,1,1,24,1027002,42791
list-id-s,8,1,1,24,1386784,57782
list-id-m,8,1,1,24,639912,26663
list-idl-s,8,1,1,24,914810,38117
list-idl-m,8,1,1,24,1317664,54902
list-i-s,8,2,1,48,1231884,25664
list-i-m,8,2,1,48,1661213,34608
list-d-s,8,2,1,48,1243312,25902
list-d-m,8,2,1,48,1263478,26322
list-l-s,8,2,1,48,691020,14396
list-l-m,8,2,1,48,1004776,20932
list-il-s,8,2,1,48,736077,15334
list-il-m,8,2,1,48,1374152,28628
list-dl-s,8,2,1,48,677674,14118
list-dl-m,8,2,1,48,1083919,22581
list-id-s,8,2,1,48,1005226,20942
list-id-m,8,2,1,48,933256,19442
list-idl-s,8,2,1,48,8712208,181504
list-idl-m,8,2,1,48,986581,20553
list-i-s,8,4,1,96,954917,9947
list-i-m,8,4,1,96,1011586,10537
list-d-s,8,4,1,96,943858,9831
list-d-m,8,4,1,96,968905,10092
list-l-s,8,4,1,96,1368711,14257
list-l-m,8,4,1,96,1313560,13682
list-il-s,8,4,1,96,1516142,15793
list-il-m,8,4,1,96,2527765,26330
list-dl-s,8,4,1,96,1125492,11723
list-dl-m,8,4,1,96,1549793,16143
list-id-s,8,4,1,96,1328067,13834
list-id-m,8,4,1,96,1158619,12068
list-idl-s,8,4,1,96,1784816,18591
list-idl-m,8,4,1,96,1884172,19626
list-i-s,8,8,1,192,12722720,66264
list-i-m,8,8,1,192,3241010,16880
list-d-s,8,8,1,192,1779267,9267
list-d-m,8,8,1,192,1713886,8926
list-l-s,8,8,1,192,4666519,24304
list-l-m,8,8,1,192,10033836,52259
list-il-s,8,8,1,192,15656439,81543
list-il-m,8,8,1,192,4187518,21809
list-dl-s,8,8,1,192,4221812,21988
list-dl-m,8,8,1,192,3937990,20510
list-id-s,8,8,1,192,835483,4351
list-id-m,8,8,1,192,1235535,6435
list-idl-s,8,8,1,192,8315038,43307
list-idl-m,8,8,1,192,3167805,16498
list-i-s,8,16,1,384,1002537,2610
list-i-m,8,16,1,384,2616712,6814
list-d-s,8,16,1,384,1717704,4473
list-d-m,8,16,1,384,3223827,8395
list-l-s,8,16,1,384,19121902,49796
list-l-m,8,16,1,384,7585817,19754
list-il-s,8,16,1,384,10976885,28585
list-il-m,8,16,1,384,10621910,27661
list-dl-s,8,16,1,384,11346160,29547
list-dl-m,8,16,1,384,14917492,38847
list-id-s,8,16,1,384,1273852,3317
list-id-m,8,16,1,384,2101519,5472
list-idl-s,8,16,1,384,10493263,27326
list-idl-m,8,16,1,384,10746164,27984
list-i-s,8,32,1,768,2138643,2784
list-i-m,8,32,1,768,4192274,5458
list-d-s,8,32,1,768,2661339,3465
list-d-m,8,32,1,768,5555186,7233
list-l-s,8,32,1,768,41040511,53438
list-l-m,8,32,1,768,41081917,53492
list-il-s,8,32,1,768,182680332,237865
list-il-m,8,32,1,768,71648389,93292
list-dl-s,8,32,1,768,36771197,47879
list-dl-m,8,32,1,768,18411106,23972
list-id-s,8,32,1,768,6363743,8286
list-id-m,8,32,1,768,4988582,6495
list-idl-s,8,32,1,768,48009438,62512
list-idl-m,8,32,1,768,40497514,52731
list-i-s,12,1,1,36,684925,19025
list-i-m,12,1,1,36,725619,20156
list-d-s,12,1,1,36,491823,13661
list-d-m,12,1,1,36,566228,15728
list-l-s,12,1,1,36,502799,13966
list-l-m,12,1,1,36,670506,18625
list-il-s,12,1,1,36,511076,14196
list-il-m,12,1,1,36,1768598,49127
list-dl-s,12,1,1,36,1872998,52027
list-dl-m,12,1,1,36,1794726,49853
list-id-s,12,1,1,36,1893104,52586
list-id-m,12,1,1,36,1861574,51710
list-idl-s,12,1,1,36,1781917,49497
list-idl-m,12,1,1,36,1790762,49743
list-i-s,12,2,1,72,1781669,24745
list-i-m,12,2,1,72,1777532,24687
list-d-s,12,2,1,72,1927626,26772
list-d-m,12,2,1,72,1857933,25804
list-l-s,12,2,1,72,1690877,23484
list-l-m,12,2,1,72,1761373,24463
list-il-s,12,2,1,72,1765867,24525
list-il-m,12,2,1,72,1786825,24817
list-dl-s,12,2,1,72,1730110,24029
list-dl-m,12,2,1,72,2145777,29802
list-id-s,12,2,1,72,1761330,24462
list-id-m,12,2,1,72,1821092,25292
list-idl-s,12,2,1,72,1776379,24671
list-idl-m,12,2,1,72,1815741,25218
list-i-s,12,4,1,144,2176427,15114
list-i-m,12,4,1,144,1889180,13119
list-d-s,12,4,1,144,1784102,12389
list-d-m,12,4,1,144,2449317,17009
list-l-s,12,4,1,144,2357762,16373
list-l-m,12,4,1,144,2435123,16910
list-il-s,12,4,1,144,3710787,25769
list-il-m,12,4,1,144,4414921,30659
list-dl-s,12,4,1,144,2548716,17699
list-dl-m,12,4,1,144,2501910,17374
list-id-s,12,4,1,144,2574154,17876
list-id-m,12,4,1,144,3395908,23582
list-idl-s,12,4,1,144,20377303,141509
list-idl-m,12,4,1,144,3931044,27298
list-i-s,12,8,1,288,2626622,9120
list-i-m,12,8,1,288,2586515,8980
list-d-s,12,8,1,288,2233125,7753
list-d-m,12,8,1,288,2686869,9329
list-l-s,12,8,1,288,96683424,335706
list-l-m,12,8,1,288,16269043,56489
list-il-s,12,8,1,288,43665936,151617
list-il-m,12,8,1,288,13232332,45945
list-dl-s,12,8,1,288,111248496,386279
list-dl-m,12,8,1,288,7363757,25568
list-id-s,12,8,1,288,2103413,7303
list-id-m,12,8,1,288,4526256,15716
list-idl-s,12,8,1,288,170171595,590873
list-idl-m,12,8,1,288,14739317,51178
list-i-s,12,16,1,576,2656821,4612
list-i-m,12,16,1,576,5505849,9558
list-d-s,12,16,1,576,2469084,4286
list-d-m,12,16,1,576,5159622,8957
list-l-s,12,16,1,576,150218286,260795
list-l-m,12,16,1,576,22769957,39531
list-il-s,12,16,1,576,88583380,153790
list-il-m,12,16,1,576,34494079,59885
list-dl-s,12,16,1,576,125863703,218513
list-dl-m,12,16,1,576,36126573,62719
list-id-s,12,16,1,576,21575753,37457
list-id-m,12,16,1,576,7897218,13710
list-idl-s,12,16,1,576,180958333,314163
list-idl-m,12,16,1,576,53045701,92093
list-i-s,12,32,1,1152,105062781,91200
list-i-m,12,32,1,1152,9751715,8465
list-d-s,12,32,1,1152,48580440,42170
list-d-m,12,32,1,1152,9337377,8105
list-l-s,12,32,1,1152,348089364,302160
list-l-m,12,32,1,1152,129201435,112154
list-il-s,12,32,1,1152,265065808,230091
list-il-m,12,32,1,1152,167376155,145291
list-dl-s,12,32,1,1152,166311504,144367
list-dl-m,12,32,1,1152,112409363,97577
list-id-s,12,32,1,1152,231036112,200552
list-id-m,12,32,1,1152,16419635,14253
list-idl-s,12,32,1,1152,599905165,520751
list-idl-m,12,32,1,1152,157053702,136331
list-none-s,1,1000,1,3000,5145491,1715
list-none-m,1,1000,1,3000,5165144,1721
list-none-s,2,1000,1,6000,27889935,4648
list-none-m,2,1000,1,6000,48807100,8134
list-none-s,4,1000,1,12000,87115993,7259
list-none-m,4,1000,1,12000,205293547,17107
list-none-s,8,1000,1,24000,930242730,38760
list-none-m,8,1000,1,24000,369787967,15407
list-none-s,12,1000,1,36000,954675730,26518
list-none-m,12,1000,1,36000,1081546775,30042
list-none-s,16,1000,1,48000,4648962978,96853
list-none-m,16,1000,1,48000,1642719524,34223
list-none-s,24,1000,1,72000,70116795319,973844
list-none-m,24,1000,1,72000,4076258861,56614
list-none-none,1,10,1,30,94184,3139
list-none-none,1,100,1,300,123787,412
list-none-none,1,1000,1,3000,5138176,1712
list-none-none,1,10000,1,30000,776384782,25879
list-none-none,1,20000,1,60000,3877378993,64622
list-none-none,2,1,1,6,107858,17976
list-none-none,2,10,1,60,103254,1720
list-none-none,4,1,1,12,176916,14743
list-none-none,8,1,1,24,285970,11915
list-none-none,8,10,1,240,271061,1129
list-none-none,12,1,1,36,467383,12982
list-none-none,12,10,1,360,395396,1098
list-i-none,2,1,1,6,82807,13801
list-d-none,2,1,1,6,78748,13124
list-l-none,2,1,1,6,86389,14398
list-il-none,2,1,1,6,80251,13375
list-dl-none,2,1,1,6,112722,18787
list-id-none,2,1,1,6,115291,19215
list-idl-none,2,1,1,6,101063,16843
list-i-none,2,2,1,12,102514,8542
list-d-none,2,2,1,12,90630,7552
list-l-none,2,2,1,12,106249,8854
list-id-none,2,2,1,12,83880,6990
list-idl-none,2,2,1,12,91374,7614
list-l-none,2,4,1,24,126853,5285
list-il-none,2,4,1,24,117844,4910
list-id-none,2,4,1,24,111593,4649
list-idl-none,2,4,1,24,117538,4897
list-l-none,2,8,1,48,141062,2938
list-il-none,2,8,1,48,134272,2797
list-idl-none,2,8,1,48,174195,3629
list-l-none,2,16,1,96,237339,2472
list-il-none,2,16,1,96,256030,2666
